ProvCode,จำนวนข้อมูลเดิม,จำนวนข้อมูลใหม่,จำนวนรวมทั้งหมด,เวลาเริ่มต้น,เวลาสิ้นสุด,เวลาที่ใช้ (วินาที)
,,,,,,
